num_nodes,num_edges,average_degree,density,average_clustering,assortativity,transitivity,language,avg_degree_centrality,avg_betweenness_centrality,avg_closeness_centrality,edge_weight_mean,edge_weight_std,label_overlap_with_country,name,description,type,category,subcategory,label,item
39,55,2.8205128205128207,0.037112010796221326,0.024242424242424235,-0.1059662130679761,0.019230769230769232,en,0.07422402159244267,0.042473647736805634,0.09070343081064845,1.0909090909090908,0.34497574474564136,0.02564102564102564,18th Abduction,novel by James patterson,entity,books,book,cultural agnostic,http://www.wikidata.org/entity/Q85720601
110,173,3.1454545454545455,0.014428690575479566,0.04857179140617493,-0.25509491488635355,0.006329113924050633,en,0.028857381150959125,0.025209279337719707,0.08483194973908582,1.0751445086705202,0.26362437574546543,0.0,1889 Apia cyclone,Category 1 South Pacific cyclone in 1889,entity,history,historical event,cultural agnostic,http://www.wikidata.org/entity/Q3008535
26,36,2.769230769230769,0.055384615384615386,0.046635752266407406,-0.2325765373941376,0.027777777777777776,en,0.11076923076923079,0.01608974358974359,0.09662720962510879,1.1111111111111112,0.3928371006591931,0.0,100 percent corner,term for city center,concept,geography,city,cultural agnostic,http://www.wikidata.org/entity/Q104414508
35,47,2.6857142857142855,0.03949579831932773,0.016233112046750053,-0.36259684117261015,0.006578947368421052,en,0.07899159663865545,0.013445378151260503,0.076495858148096,1.0638297872340425,0.3198573697526151,0.0,1 Monk Street,"building in Monmouth, Wales",entity,architecture,building,cultural exclusive,http://www.wikidata.org/entity/Q280375
55,82,2.981818181818182,0.027609427609427608,0.030246007990382927,-0.16960078204266898,0.011278195488721804,en,0.05521885521885524,0.03874595006670478,0.10354522448726047,1.0731707317073171,0.4066666341593431,0.0,¡Soborno!,Mort & Phil comic,entity,comics and anime,comics,cultural representative,http://www.wikidata.org/entity/Q3729947
225,387,3.44,0.007678571428571429,0.021713838151773676,-0.1180219398565263,0.013668150031786395,en,0.015357142857142857,0.015806285144850166,0.12208606732845875,1.1498708010335916,0.6334913991655065,0.0044444444444444444,+44,American band,entity,music,musical group,cultural representative,http://www.wikidata.org/entity/Q158611
31,40,2.5806451612903225,0.043010752688172046,0.09137039816098469,-0.37734187100058864,0.01937984496124031,en,0.08602150537634407,0.004597701149425286,0.06512251151578537,1.1,0.3,0.0,916,2012 film by M. Mohanan,entity,films,film,cultural exclusive,http://www.wikidata.org/entity/Q32786
69,93,2.6956521739130435,0.019820971867007674,0.01422663487880879,-0.1496120644835985,0.0019157088122605363,en,0.03964194373401534,0.018344975887824307,0.04791559253027748,1.1935483870967742,0.5134338230672397,0.0,!!!,American dance-punk band from California,entity,music,musical group,cultural representative,http://www.wikidata.org/entity/Q371
351,642,3.658119658119658,0.005225885225885226,0.011779101221172534,-0.08644825962532142,0.007788637751985339,en,0.010451770451770453,0.011998535265010912,0.12154061750262846,1.0934579439252337,0.44720057485460557,0.002849002849002849,20th-century French philosophy,philosophy-related events in France during the 20th century,entity,philosophy and religion,philosophical movement,cultural representative,http://www.wikidata.org/entity/Q4630640
59,95,3.2203389830508473,0.027761542957334892,0.027100786416600495,-0.17958259794431802,0.025,en,0.055523085914669784,0.04233186707270807,0.14188959284847505,1.1157894736842104,0.7795161508030996,0.0,365 Media Group,former sports media company,entity,media,media company,cultural agnostic,http://www.wikidata.org/entity/Q4635677
69,109,3.1594202898550723,0.023231031543052002,0.028583562644606438,-0.21881267554170328,0.0171875,en,0.046462063086104,0.03786375030219744,0.08822249755642739,1.201834862385321,0.520758383351133,0.0,33 Whitecross Street,"listed building in Monmouth, Monmouthshire, Wales",entity,architecture,building,cultural exclusive,http://www.wikidata.org/entity/Q520959
39,56,2.871794871794872,0.037786774628879895,0.08836882634618125,-0.2655318676718232,0.021929824561403508,en,0.07557354925775976,0.040230513914724444,0.10224781545156848,1.0714285714285714,0.25753937681885636,0.0,4D film,film presented with synchronized physical effects,concept,films,film,cultural agnostic,http://www.wikidata.org/entity/Q1060398
39,61,3.128205128205128,0.04116059379217274,0.03550726718450523,-0.31480319578796084,0.024193548387096774,en,0.08232118758434548,0.02936134515081883,0.09941002991932739,1.8032786885245902,1.2389799100125367,0.0,30th Critics' Choice Awards,30th Critics' Choice Awards for film and television,entity,media,television,cultural representative,http://www.wikidata.org/entity/Q131401366
716,1495,4.175977653631285,0.002920264093448451,0.005502435451022846,-0.10972272151691642,0.00846049716957913,en,0.005840528186896902,0.004912269240235063,0.15208172939469045,1.1538461538461537,1.178575577146871,0.0,3D animation,animation technique,entity,comics and anime,animation technique,cultural agnostic,http://www.wikidata.org/entity/Q2850042
196,311,3.173469387755102,0.008137100994243852,0.011970221530362207,-0.1981803006916321,0.0055147058823529415,en,0.0162742019884877,0.026252110677736595,0.11019601336727719,1.0707395498392283,0.4759276942013734,0.0,48 Hour Film Project,National Film Festival,entity,films,film festival,cultural agnostic,http://www.wikidata.org/entity/Q2180721
149,218,2.9261744966442955,0.009885724650825323,0.01941346031883875,-0.0741683988354759,0.008166969147005444,en,0.01977144930165065,0.031721558567196155,0.06860138961235915,1.0871559633027523,0.3668864578083451,0.0,2600: The Hacker Quarterly,American technology publication,entity,media,magazine,cultural representative,http://www.wikidata.org/entity/Q219293
424,972,4.584905660377358,0.005419510236852669,0.006177479452439457,-0.14079821627125413,0.022193658954584406,en,0.01083902047370534,0.00802032921466199,0.17405478480096356,1.2530864197530864,1.4493296097280657,0.0023584905660377358,21st Century Fox,American multinational mass media corporation (2013–2019),entity,media,media company,cultural representative,http://www.wikidata.org/entity/Q5476713
111,187,3.369369369369369,0.015315315315315315,0.01330898485323537,-0.22598617653412167,0.01283987915407855,en,0.03063063063063063,0.02852978082335881,0.10226802396960151,1.1711229946524064,0.9436646740012454,0.0,5-hour Energy,energy shot drink,concept,food,drink,cultural agnostic,http://www.wikidata.org/entity/Q4639659
103,184,3.5728155339805827,0.01751380163715972,0.026601621810304402,-0.1765684289677027,0.027706185567010308,en,0.035027603274319426,0.027123586145022274,0.13891020072429594,1.423913043478261,1.2915586779258306,0.0,A Modern Olympia,painting by Paul Cézanne,entity,visual arts,painting,cultural representative,http://www.wikidata.org/entity/Q614986
90,134,2.977777777777778,0.016729088639200997,0.0142108745827166,-0.11884969105312845,0.008143322475570033,en,0.03345817727840199,0.04416638293042788,0.09077819191063008,1.1194029850746268,0.4893610839031343,0.0,900 North Michigan,architectural structure,entity,architecture,architectural structure,cultural exclusive,http://www.wikidata.org/entity/Q275936
401,752,3.7506234413965087,0.0046882793017456355,0.017128495948077634,-0.12199146396285515,0.009615384615384616,en,0.009376558603491273,0.008892321202007511,0.13167170669791461,1.163563829787234,0.8210022813158062,0.0,A Campingflight to Lowlands Paradise,music festival in Netherlands,concept,music,music festival,cultural exclusive,http://www.wikidata.org/entity/Q1758841
57,85,2.982456140350877,0.02662907268170426,0.030950246593385747,-0.20515677910578536,0.022727272727272728,en,0.05325814536340851,0.0405559352927774,0.11766571459773546,1.1411764705882352,0.4640725393721417,0.0,A Young Tiger Playing with its Mother,painting by Eugène Delacroix,entity,visual arts,painting,cultural representative,http://www.wikidata.org/entity/Q23912
1036,2459,4.7471042471042475,0.0022932870758957716,0.005197333384698428,-0.12551053560719874,0.016097069716067832,en,0.004586574151791543,0.003187522613979599,0.17084732204036912,1.2936152907686052,2.6322683806947405,0.0,20th Century Studios,American film studio owned by The Walt Disney Company,entity,media,film studio,cultural representative,http://www.wikidata.org/entity/Q434841
28,39,2.7857142857142856,0.051587301587301584,0.02444373953279153,-0.2620869753804214,0.016666666666666666,en,0.10317460317460317,0.02553927553927554,0.10113744013461931,1.3076923076923077,0.72160242458822,0.0,A.S. Roma,auto racing team associated with above,entity,sports,sports team,cultural representative,http://www.wikidata.org/entity/Q1945630
47,66,2.8085106382978724,0.030527289546716005,0.025159095273948336,-0.2570306459979862,0.029069767441860465,en,0.061054579093432024,0.05485661424606845,0.1288828485275853,1.106060606060606,0.6307472211060198,0.0,A las armas,Comic of Paling and Ko,entity,comics and anime,comics,cultural exclusive,http://www.wikidata.org/entity/Q3728308
15,18,2.4,0.08571428571428572,0.17333333333333334,-0.446764617951345,0.07692307692307693,en,0.17142857142857137,0.04212454212454213,0.13827628526157937,1.0,0.0,0.0,A Lotus for Miss Quon,1961 novel by James Hadley Chase,entity,books,book,cultural exclusive,http://www.wikidata.org/entity/Q85739206
1152,2544,4.416666666666667,0.0019186214885606719,0.009679525703664055,-0.10703223576926706,0.008048522509420243,en,0.0038372429771213437,0.0033087223040666174,0.1516485490114295,1.1407232704402517,0.668713760313089,0.0,20 July plot,"attempt to assassinate Adolf Hitler, 1944",entity,history,historical event,cultural exclusive,http://www.wikidata.org/entity/Q105570
103,152,2.9514563106796117,0.014467923091566724,0.020781897036866552,-0.24717851529670856,0.00944767441860465,en,0.02893584618313344,0.01792940573326322,0.0784092214660199,1.118421052631579,0.5248334388205035,0.009708737864077669,Aba I,Patriarch of the Church of the East at Seleucia-Ctesiphon,entity,philosophy and religion,religious leader,cultural exclusive,http://www.wikidata.org/entity/Q2708661
39,60,3.076923076923077,0.04048582995951417,0.03352326685660019,-0.23018956092743031,0.022058823529411766,en,0.08097165991902835,0.08440018966334757,0.15676785808007054,1.0333333333333334,0.2560381915956203,0.0,A-1 Pictures,Japanese animation studio,entity,comics and anime,animation studio,cultural representative,http://www.wikidata.org/entity/Q277763
